Comment,Image No.
"Superb shot !","64"
"I love the way the colors flow all together in this photo! intense, vivid, and what's best: so many! your hometown is really beautiful, Os :))","64"
"good one","64"
"Lovely capture","64"
"beautiful image!","64"
"Wow, it's a beautiful tree, the yellow leaves look great against the blue sky, and I love the color of that wall too, beautiful composition! have a good week, Osvaldo, and thanks for the comments!","64"
"It's a very eyecatching tree O and the warm tones in the fence below really add to the composition. When you see them in bloom you have to photograph them or possibly risk missing the opportunity :)","64"
"Very beautiful yellow against the blue sky ! Excellent shot !","64"
"nice colors here!","64"
"Beautiful colour and light against the blue sky.","64"
"hahaha...great! I was the one who liked it in the other pic :)","64"
"Beautiful tree, and great array of colours in this pic!","64"
"beautiful colour","64"
"Adorable colors! :)","64"
"La foto es muy buena, pero el ttulo es realmente ingenioso !  Yeahllow...    fantstico !","64"
"lucky us : you could catch this very shot but wonderful yellow moment...;-) congrats!","64"
"Ohhhh !!! s...s...s tenas que subirla, el rbol es hermoso, la ilustracin refleja la llegada PRIMAVERA. Osvaldo, una gran toma, excelente amigo.  ...... Un gran saludo !!","64"
"Nice Shot =D","64"
"very beautiful yellow tree with the blue sky as background! Your hometown is a beautiful place~","64"
"Excellent well composed image","64"
"Great composition and shot !!","64"
"this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","64"
"Love the nature against an urban background. Colours are great!","64"
"this Amazing Work deserves a Crown !   Royal G. , +25'000 Flickers wear the Crown ! ","64"
"this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","64"
"This brilliant photo is like a shooting star, totally inspiring!   SHININGSTAR - Post 1- Invite 1- Give 5 Stars Thanks for brightening my day, shine on!  ","64"
"this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","64"
"This brilliant photo is like a shooting star, totally inspiring!   SHININGSTAR - Post 1- Invite 1- Give 5 Stars Thanks for brightening my day, shine on!  ","64"
" !! High Quality Image    Qualified Members Only","64"
"this is extremely Good:) Congratulations! from  * Beautiful Shot   ","64"
"his is extremely Good:)  Congratulations! from  * Beautiful Shot   ","64"
"this is extremely Good:)  Congratulations! from  * Beautiful Shot   ","64"
" Invited your image:     You're invited to join and post your photo: *** Total Photo *** (Post 1 - comment 2) Please tag your photo: Total_Photo","64"
"APPLAUSE!!!!! ENJOYED IN FLICKR @  ****BEAUTIFUL FLICKR COMPOSITION****  A BEAUTIFUL GROUP!  Celebrated around the world in: ****BEAUTIFUL FLICKR COMPOSITION****JOIN US!*****","64"
"this is extremely Good:) Congratulations! from  * Beautiful Shot   ","64"
"Beautiful colors!!!!     :)","64"
"This is a beautiful image!!  Your photo was viewed in:  ","64"
" !! High Quality Image    Qualified Members Only","64"
"Good work! I like it!!   !! High Quality Image    Qualified Members Only   commented with FlickrComment","64"
"This is a beautiful image!!  Your photo was viewed in:  ","64"
"You deserve   Thanks for sharing !","64"
"NO DOUBT IN IT, A MASTERPIECE Found in CREATIVEYE UNIVERSE    Remember Post 1 Comment 3 or more","64"
" !! High Quality Image    Qualified Members Only","64"
"This Beautiful lmage  Was Viewed In:    Quality Pixels","64"
"So majestic...I would be curious to see the purple one, because it's my favourite color! :))","64"
"New Art, Surrealism, Fantasy, Pop Art Sculpture, Abstract, Painting, Kaleidoscope Graphic Design, Architecture, Special Effects Visual Art, Mosaic, Photoshop Art, Deviant Art This is so  Out of this World!  ","64"
"Splendid photo","64"
"You deserve   Thanks for sharing !","64"
"Beautiful trees and colours. marvellous composition!!!  You deserve   Thanks for sharing !","64"
" !! High Quality Image    Qualified Members Only ","64"
"Que toto linda,Osvaldo! As cores so deslumbrantes!! Abrao!","64"
"yellow... look at the stars....like a song.beautiful my friend","64"
"Belssimas cores e timo contraste! Show esssa foto!","64"
"NO DOUBT IN IT, A MASTERPIECE Found in CREATIVEYE UNIVERSE    Remember Post 1 Comment 3 or more","64"
"lovely tones, such a great tree :)","64"
"Cores fantsticas; adorei.","64"
"Esta LINDA foto foi vista no Grupo Ba de Imagems!  /a  BA DE IMAGEMS  OBRIGADO POR COMPARTILHAR SUAS IMAGEMS!!! ","64"
"Linda  sua  foto  exprime  a  atual  estao  das  flores.","64"
"Anything you like- Post 1 - Give 5 thumbs  commented with FlickrComment","64"
" The Nature Group","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**     ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**      ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**      ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"Anything you like- Post 1 - Give 5 thumbs","64"
" I saw this picture in The BIG ONE...","64"
"Anything you like- Post 1 - Give 5 thumbs","64"
"amazing photograph. really like the atmosphere.","64"
"Great shot!","64"
"Anything you like- Post 1 - Give 5 thumbs","64"
" From Best Of Flickr  Post 1-Comment 3 ","64"
"Great colours!","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**     ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"321 another reason 2 fall in love with fall","64"
"This photo BOUNCES!  Bouncing Ball   ","64"
"Anything you like- Post 1 - Give 5 thumbs","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**     ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"","64"
"www.flickr.com/groups/best_of_flickr/","64"
"Great shot!  Nearly an unnatural colour for a tree's blossom, but that makes it so special. Very shiny and happy at least.","64"
"wonderful.. keep posting and keep inspiring other people by your photos...   This is an Astounding Image!! Please tag your photo with Astounding Image  commented with FlickrComment","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**      ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3","64"
"QUE BONITA CAPTURA!!!! SALUDOS.  Esta Excelente Fotografia Fue Vista en . **ARQUITECTURA Y NATURALEZA**      ** ARQUITECTURA Y NATURALEZA ** Subi 1 Comenta 3/","64"
"Hermosa!!!!!!!  This photograph is truly worth A Thousand Words! ","64"
"One word....RESPECT  I like your worK!","64"
"Anything you like- Post 1 - Give 5 thumbs","64"
"Esta es una fotografia de mucha Qualidad! Hay sido encuentrada en lo grupo. This High Quality Photograph was discovered in the Group    Parabens! Congrats! ","64"
"Flickrs Heaven- Post 1 - Give 5 angels","64"
"Lovely!!","64"
"********************************************************************************************* Esta es una fotografia de mucha Qualidad! Hay sido encuentrada en lo grupo. This High Quality Photograph was discovered in the Group   Parabens! Congrats! ","64"
"excellent image  congratulations radu   Great shot!  Discovered! by    commented with FlickrComment","64"
"Lovely colors!","64"
" Gran tiro, Felicidades  CHAMPIONS Photography (P.1- R3) ","64"
"beautiful shot!","64"
"Flickrs Special- Post 1 - Give 5 stars","64"
"Beautiful !!!!!","64"
"Flickrs Heaven- Post 1 - Give 5 angels","64"
"Perfectos colores, me gusta mucho!!!","64"
" Gran tiro, Felicidades  CHAMPIONS Photography (P.1- R3) ","64"
"such a lovely capture and colours my friend..!","64"
"nice and love colors...it blend well with the sky.","64"
"  I pick this photograph to be on the cover of National Geographic  National Geographic: Are You Good Enough?","64"
"  You are definitely a Nature Watcher! Pls tag your photo Nature Watcher","64"
"Bautifully colored and composed.     * * * * * * * * * La Petite Galerie * * * * * * * * *","64"
" ","64"
"  Took Notice of this great shot in: Love It","64"
"perfeita composio. Tirei foto de um ip esses dias, mas no dessa grandeza.  um excelente final de semana.","64"
"Nice capture !  ","64"
"I enjoyed seeing your picture in the    Pictures Worth A Thousand Words group!","64"
"I enjoyed seeing your picture in the    Pictures Worth A Thousand Words group!","64"
"What a wonderful PICTURE !  I saw this Great Photo in Group :   Please tag your photo:   Best wish^^","64"
"interessantes foto!","64"
"  Took Notice of this great shot in: Love It","64"
"lovely colours","64"
"An extraordinary shot presented with a brilliant post click processing technique !!! Well done my friend !!! I saw this exceptional photo in the group","64"
"  Took Notice of this great shot in: Love It","64"
"Lovely shot  very nicely composed!","64"
"This Lovely and Luminescent Photo Was Lavishly Admired In Our Group  Luminosity and Light! ","64"
" Thank you for adding your photo to the group Gracias por agregar tu foto aL grupo:   ","64"
" TF - Post 1- Comment 4","64"
" I saw your beautiful image in  THE POWER OF THE FLOWER.","64"
" Viewed in Wonderful photos for the world","64"
" Ultimate GOLD (Post 1 - Give 5 Gold Stars) ","64"
"Good one!  !!This is SUPER COOL!!  What kind of band is Zi:Kill?","64"
"Thank you for your support...happy snapping, Nat :)  You have a wonderful artistic image please post it with us in our group @ Flickr!     You are invited to join us and please share your photograph @ * THE BEAUTIFUL ART PHOTOGRAPHY GROUP! * ( Post1-Comment1 ) *","64"
" Excelente, buena fotografa !!!, saludos. Excellent, good photograph. OK!!! , greetings:","64"
" The Flower Basket Group!","64"
"nice image!  regards from Germany  --Oliver--","64"
"I saw this fantastic capture at:  The Sky Theme - Post 1, Comment 3! Tag your photo with Sky Theme.","64"
" Ultimate GOLD (Post 1 - Give 5 Gold Stars) ","64"
"  Great image ./ Excellent !!!","64"
" Ultimate GOLD (Post 1 - Give 5 Gold Stars) ","64"
"This is definitively a Wow picture  Wow picture (Post 1 - Comment 3)","64"
"Beautiful capture!   Flickr: The Me and My Camera Group","64"
"Thank you for posting in:: ALBERO E FOGLIA /Tree and leaf/  INVITE ONLY Please tag ALBERO E FOGLIA","64"
"   Congratulations !! You win the top honor of Photographer Paraeise !!! Please post the perfect photo at    Top Honor of Photographer Paradise","64"
" This is a beautiful image!!  Your photo was viewed in:     -Birth In Spring (Post 1 , comment 2 )","64"
"Thank you for posting in:: ALBERO E FOGLIA /Tree and leaf/  INVITE ONLY Please tag ALBERO E FOGLIA","64"
"couleurs magnifiques,belle composition","64"
"this is so beautiful - love the colors","64"
"You make me want to be there! Fantastic!","64"
"Prachtige sfeerfoto van het dorp Amsterdam. Ergens bij de Frans Halsstraat/Quellijnstraat? Maar vraag me af of de bomen daar zo mooi zijn.","65"
"Het is de Frans Halsstraat, zie de tags.","65"
"heerlijk! ik kijk uit naar mijn volgende amst-bezoekje!!!!","65"
"@Bart, dat had ik met m'n slaperige hoofd niet gezien vanmorgen vroeg......","65"
"Frans Halsstraat, meest noordelijke deel. Foto moet zijn genomen iets zuidelijk van Stadhouderskade (waar Frans Halsstraat op uitkomt) en kijkend naar zuiden. De eerstvolgende kruising (waar stationswagen en dame met tas om schouder)  is die met de Eerste Jacob van Campenstraat. In de verte komt de straat uit op de Albert Cuypstraat.  Overigens n van de lommerrijkste en mooiste straten van de Pijp.","65"
"wish i was there... beautiful!","66"
"A beautiful shot.","66"
"   ","67"
"","67"
"","67"
".","67"
"Magnfica captao!!","67"
"Great work!To my Fav! have a nice day","67"
"Prachtige Foto! Gezien in De Doka","67"
"Gezien in de groep Winter in Nederland en Vlaanderen ","67"
"Mooie winterplaat   Gezien in !!Nederland Vandaag!!","67"
"een drieling; mooie subtiele kleuren","67"
"  Excelente, Vista En: * Dame 5 Premios *  Post 1  Comment on the 5 next to yours.","67"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","67"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","67"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","67"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","67"
"The tree is the best art ,Nature will alway win? Great shot","68"
"Couleurs et perspective sublissime !! Belle srie !","69"
"Je suis content de que mes derniers photos te plaisent, Minele, merci beaucoiup.","69"
"Thank you, Paulo.","69"
"Ouah c'est magnifiquement impressionnant! j' votre photo!","69"
"   Rated RAW by the RAW Street Photography group (comment  give RAW logo to 5 - 10 images for every 1 post) Marvellous.","69"
"Thank you, Dunja.","69"
"Thank you, Polonio.","69"
